TYPE	INSTANCE	STATUS_ADDRESS	VERSION	GIT_HASH	START_TIME	UPTIME	SERVER_ID
tidb	10.0.1.20:4000	10.0.1.20:10080	8.5.5	1fa258b833ff113883beeba40bc130be7ce66610	2026-05-04 08:02:30	1h11m40.017245999s	1671
pd	10.0.1.22:2379	10.0.1.22:2379	8.5.5	9c9a8c8a25684b3516e11bc92922df99302c9c46	2026-05-04 08:02:24	1h11m46.017255609s	0
pd	10.0.1.20:2379	10.0.1.20:2379	8.5.5	9c9a8c8a25684b3516e11bc92922df99302c9c46	2026-05-04 08:02:23	1h11m47.017257949s	0
pd	10.0.1.21:2379	10.0.1.21:2379	8.5.5	9c9a8c8a25684b3516e11bc92922df99302c9c46	2026-05-04 08:02:24	1h11m46.017259339s	0
tikv	10.0.1.24:20160	10.0.1.24:20180	8.5.5	a0234aad114258b60e0ec23c17486c79845299be	2026-05-04 08:02:25	1h11m45.017262459s	0
tikv	10.0.1.23:20160	10.0.1.23:20180	8.5.5	a0234aad114258b60e0ec23c17486c79845299be	2026-05-04 08:02:25	1h11m45.017264269s	0
tikv	10.0.1.20:20160	10.0.1.20:20180	8.5.5	a0234aad114258b60e0ec23c17486c79845299be	2026-05-04 08:02:25	1h11m45.017265539s	0
tikv	10.0.1.22:20160	10.0.1.22:20180	8.5.5	a0234aad114258b60e0ec23c17486c79845299be	2026-05-04 08:02:25	1h11m45.017266789s	0
tikv	10.0.1.21:20160	10.0.1.21:20180	8.5.5	a0234aad114258b60e0ec23c17486c79845299be	2026-05-04 08:02:25	1h11m45.017268039s	0
