TYPE	INSTANCE	DEVICE_TYPE	DEVICE_NAME	NAME	VALUE
tikv	10.0.1.21:20160	disk	/dev/sda15	path	/boot/efi
tikv	10.0.1.21:20160	disk	/dev/sda15	total	264281088
tikv	10.0.1.21:20160	disk	/dev/sda15	free	264136192
tikv	10.0.1.21:20160	disk	/dev/sda15	used	144896
tikv	10.0.1.21:20160	disk	/dev/sda15	free-percent	1.00
tikv	10.0.1.21:20160	disk	/dev/sda15	used-percent	0.00
tikv	10.0.1.21:20160	memory	memory	capacity	24592859136
tikv	10.0.1.21:20160	net	enp7s0	mac	86:00:00:5f:4b:49
tikv	10.0.1.21:20160	net	enp7s0	flag	69699
tikv	10.0.1.21:20160	net	enp7s0	index	3
tikv	10.0.1.21:20160	net	enp7s0	is-up	true
tikv	10.0.1.21:20160	net	enp7s0	is-broadcast	true
tikv	10.0.1.21:20160	net	enp7s0	is-multicast	true
tikv	10.0.1.21:20160	net	enp7s0	is-loopback	false
tikv	10.0.1.21:20160	net	enp7s0	is-point-to-point	false
tikv	10.0.1.21:20160	net	enp7s0	ip	10.0.1.21/32
tikv	10.0.1.21:20160	net	enp7s0	ip	fe80::8400:ff:fe5f:4b49/64
tikv	10.0.1.21:20160	net	eth0	mac	92:00:07:b0:bb:e9
tikv	10.0.1.21:20160	net	eth0	flag	69699
tikv	10.0.1.21:20160	net	eth0	index	2
tikv	10.0.1.21:20160	net	eth0	is-up	true
tikv	10.0.1.21:20160	net	eth0	is-broadcast	true
tikv	10.0.1.21:20160	net	eth0	is-multicast	true
tikv	10.0.1.21:20160	net	eth0	is-loopback	false
tikv	10.0.1.21:20160	net	eth0	is-point-to-point	false
tikv	10.0.1.21:20160	net	eth0	ip	100.64.15.140/32
tikv	10.0.1.21:20160	net	eth0	ip	2a01:4f8:1c1a:118f::1/64
tikv	10.0.1.21:20160	net	eth0	ip	fe80::9000:7ff:feb0:bbe9/64
tikv	10.0.1.21:20160	net	lo	mac	00:00:00:00:00:00
tikv	10.0.1.21:20160	net	lo	flag	65609
tikv	10.0.1.21:20160	net	lo	index	1
tikv	10.0.1.21:20160	net	lo	is-up	true
tikv	10.0.1.21:20160	net	lo	is-broadcast	false
tikv	10.0.1.21:20160	net	lo	is-multicast	false
tikv	10.0.1.21:20160	net	lo	is-loopback	true
tikv	10.0.1.21:20160	net	lo	is-point-to-point	false
tikv	10.0.1.21:20160	net	lo	ip	127.0.0.1/8
tikv	10.0.1.21:20160	net	lo	ip	::1/128
